Version: 2,,,,,,,
BPAT,BHad,"""ReplaceableTextures\\CommandButtons\\BTNDust.blp""",,"""""","""""","""幸运大转盘""","""该单位获得增加200移速效果"""
BPAU,BHad,"""ReplaceableTextures\\CommandButtons\\BTNDustOfAppearance.blp""",,"""""","""""","""|cffff3300显影之尘|r""","""被显隐了，被减速了，行动更缓慢了"""
BPAV,BHad,"""ReplaceableTextures\\CommandButtons\\BTNHealingSalve.blp""",,"""""","""""","""治疗药膏""","""生命回复速度提升"""
BPAW,BHad,"""ReplaceableTextures\\CommandButtons\\BTNAncientOfTheEarth.blp""",,"""""","""""","""艾西菲的远古祭祀""","""生命回复速度提升"""
BPAX,BHad,"""ReplaceableTextures\\CommandButtons\\BTNSmokePotion.blp""",,"""""","""""","""诡计之雾""","""增加移动速度，处于隐身状态中"""
BPAY,BHad,"""ReplaceableTextures\\CommandButtons\\BTNBottle3.blp""",,"""""","""""","""魔瓶""","""生命回复速度提升，魔法回复速度提升"""
BPAZ,BHad,"""ReplaceableTextures\\CommandButtons\\BTNGreenStaff.blp""",,"""""","""""","""幽魂权杖""","""该单位处于气化状态，无法攻击和被攻击"""
BPB0,BHad,"""ReplaceableTextures\\CommandButtons\\BTNPendantOfMana.blp""",,"""""","""""","""暗影护符""","""处于隐身状态中"""
BPB1,BHad,"""ReplaceableTextures\\CommandButtons\\BTNJanggo.blp""",,"""""","""""","""先祖韧鼓""","""移动速度、攻击速度得到了提升"""
BPB2,BHad,"""ReplaceableTextures\\CommandButtons\\BTNMedalionOfCourage.blp""",,"""""","""""","""|cffff3300勇气勋章|r""","""该单位护甲降低"""
BPB3,BHad,"""ReplaceableTextures\\CommandButtons\\BTNMedalionOfCourage.blp""",,"""""","""""","""勇气勋章""","""该单位护甲提升"""
BPB4,BHad,"""ReplaceableTextures\\CommandButtons\\BTNPipeOfInsight.blp""",,"""""","""""","""卡德加之洞察烟斗""","""吸收一定量的魔法伤害"""
BPB5,BHad,"""ReplaceableTextures\\CommandButtons\\BTNPipeOfInsight.blp""",,"""""","""""","""卡德加之洞察烟斗""","""生命回复速度提升，获得魔法抗性"""
BPB6,BHad,"""ReplaceableTextures\\CommandButtons\\BTNCloakOfFlames.blp""",,"""""","""""","""弗拉迪米尔的祭品""","""攻击时带有吸血功能"""
BPB7,BHad,"""ReplaceableTextures\\CommandButtons\\BTNDevotion.blp""",,"""""","""""","""专注光环""","""增加护甲"""
BPB8,BHad,"""ReplaceableTextures\\CommandButtons\\BTNBrilliance.blp""",,"""""","""""","""辉煌光环""","""魔法回复速度提升"""
BPB9,BHad,"""ReplaceableTextures\\CommandButtons\\BTNCloakOfFlames.blp""",,"""""","""""","""弗拉迪米尔的祭品""","""增加攻击力"""
BPBA,BHad,"""ReplaceableTextures\\CommandButtons\\BTNUrnOfKelThuzad.blp""",,"""""","""""","""灵魂释放""","""生命回复速度提升"""
BPBB,BHad,"""ReplaceableTextures\\CommandButtons\\BTNUrnOfKelThuzad.blp""",,"""""","""""","""|cffff3300灵魂释放|r""","""持续受到伤害"""
BPBC,BHad,"""ReplaceableTextures\\CommandButtons\\BTNINV_Helmet_17.blp""",,"""""","""""","""恢复头巾""","""生命回复速度提升"""
BPBD,BHad,"""ReplaceableTextures\\CommandButtons\\BTNSpellShieldAmulet.blp""",,"""""","""""","""梅肯斯姆""","""生命回复速度提升"""
BPBE,BHad,"""ReplaceableTextures\\CommandButtons\\BTNThoriumArmor.blp""",,"""""","""""","""玄冥盾牌""","""处于护甲增益状态中"""
BPBF,BHad,"""ReplaceableTextures\\CommandButtons\\BTNdekan_item_guardian_greaves.blp""",,"""""","""""","""卫士胫甲""","""大幅度增加护甲和生命回复"""
BPBG,BHad,"""ReplaceableTextures\\CommandButtons\\BTNdekan_item_glimmer_cape.blp""",,"""""","""""","""微光披风""","""处于隐身状态中"""
BPBH,BHad,"""ReplaceableTextures\\CommandButtons\\BTNdekan_item_lotus_orb.blp""",,"""""","""""","""清莲宝珠""","""反弹指向性技能"""
BPBI,BHad,"""ReplaceableTextures\\CommandButtons\\BTNdekan_item_solar_crest.blp""",,"""""","""""","""|cffff3300炎阳纹章|r""","""护甲值减少了"""
BPBJ,BHad,"""ReplaceableTextures\\CommandButtons\\BTNdekan_item_solar_crest.blp""",,"""""","""""","""炎阳纹章""","""该单位护甲增加"""
BPBK,BHad,"""ReplaceableTextures\\CommandButtons\\BTNJapaneseSword.BLP""",,"""""","""""","""|cffff3300白银之锋|r""","""受到白银之锋作用移动、攻击速度降低"""
BPBL,BHad,"""ReplaceableTextures\\CommandButtons\\BTNdekan_item_silver_edge.blp""",,"""""","""""","""白银之锋""","""处于隐身状态中"""
BPBM,BHad,"""ReplaceableTextures\\CommandButtons\\BTNdekan_item_silver_edge.blp""",,"""""","""""","""|cffff3300白银之锋|r""","""该单位处于破坏状态，被动技能被禁用"""
BPBN,BHad,"""ReplaceableTextures\\CommandButtons\\BTNMoonStone.blp""",,"""""","""""","""银月之晶""","""永久+60攻击速度"""
BPBO,BHad,"""ReplaceableTextures\\CommandButtons\\BTNDryadDispelMagic.blp""",,"""""","""""","""|cffff3300血棘|r""","""持续时间受到所有攻击触发致命一击，且沉默一段时间之后对其额外造成期间所受伤害的总量"""
BPBP,BHad,"""ReplaceableTextures\\CommandButtons\\BTNStaffofpurification.blp""",,"""""","""""","""Eul的神圣法杖""","""该单位正处于龙卷风中，无法移动，攻击和施法"""
BPBQ,BHad,"""ReplaceableTextures\\CommandButtons\\BTNUnstableConcoction.blp""",,"""""","""""","""死灵书-射手光环""","""增加移动速度"""
BPBR,BHad,"""ReplaceableTextures\\CommandButtons\\BTNStaffOfSilence.blp""",,"""""","""""","""|cffff3300紫怨|r""","""沉默一段时间之后对其额外造成期间所受伤害的总量"""
BPBS,BHad,"""ReplaceableTextures\\CommandButtons\\BTNBoneChimes.blp""",,"""""","""""","""|cffff3300纷争面纱|r""","""降低魔法抗性"""
BPBT,BHad,"""ReplaceableTextures\\CommandButtons\\BTNWitchDoctorMaster.blp""",,"""""","""""","""|cffff3300阿托斯之棍|r""","""无法移动和使用位移技能"""
BPBU,BHad,"""ReplaceableTextures\\CommandButtons\\BTNLothars.BLP""",,"""""","""""","""洛萨之锋""","""破隐会有额外伤害，处于隐身状态中"""
BPBV,BHad,"""ReplaceableTextures\\CommandButtons\\BTNImprovedUnholyStrength.blp""",,"""""","""""","""莫尔迪基安的臂章""","""瞬间增加力量和攻击力"""
BPBW,BHad,"""ReplaceableTextures\\CommandButtons\\BTNGhostBlade.blp""",,"""""","""""","""虚灵之刃""","""该单位处于气化状态，无法攻击和被攻击"""
BPBX,BHad,"""ReplaceableTextures\\CommandButtons\\BTNGhostBlade.blp""",,"""""","""""","""|cffff3300虚灵之刃|r""","""该单位处于气化状态，无法攻击和被攻击"""
BPBY,BHad,"""ReplaceableTextures\\CommandButtons\\BTNINV_ThrowingKnife_04.blp""",,"""""","""""","""蝴蝶""","""增加移动速度"""
BPBZ,BHad,"""ReplaceableTextures\\CommandButtons\\BTNTransmute.blp""",,"""""","""""","""辉耀""","""持续受到伤害"""
BPC0,BHad,"""ReplaceableTextures\\CommandButtons\\BTNTransmute.blp""",,"""""","""""","""辉耀""","""该单位获得辉耀状态"""
BPC1,BHad,"""ReplaceableTextures\\CommandButtons\\BTNINV_Sword_11.blp""",,"""""","""""","""|cffff3300净魂之刃|r""","""被减速了"""
BPC2,BHad,"""ReplaceableTextures\\CommandButtons\\BTNINV_Sword_10.blp""",,"""""","""""","""夜叉""","""增加移动速度"""
BPC3,BHad,"""ReplaceableTextures\\CommandButtons\\BTNHalberd.blp""",,"""""","""""","""|cffff3300天堂之戟|r""","""被减速了，行动更缓慢了"""
BPC4,BHad,"""ReplaceableTextures\\CommandButtons\\BTNHalberd.blp""",,"""""","""""","""|cffff3300天堂之戟|r""","""该单位无法攻击"""
BPC5,BHad,"""ReplaceableTextures\\CommandButtons\\BTNHornOfDoom.blp""",,"""""","""""","""撒旦之邪力""","""获得高额吸血状态"""
BPC6,BHad,"""ReplaceableTextures\\CommandButtons\\BTNJapaneseSword.BLP""",,"""""","""""","""|cffff3300散华|r""","""被减速了，行动更缓慢了"""
BPC7,BHad,"""ReplaceableTextures\\CommandButtons\\BTNSpell_Holy_BlessingOfStrength.blp""",,"""""","""""","""|cffff3300散夜对剑|r""","""被减速了，行动更缓慢了"""
BPC8,BHad,"""ReplaceableTextures\\CommandButtons\\BTNIceShard.blp""",,"""""","""""","""|cffff3300斯嘉蒂之眼|r""","""被减速了，行动更缓慢了"""
BPC9,BHad,"""ReplaceableTextures\\CommandButtons\\BTNHelmOfValor.blp""",,"""""","""""","""疯狂面具""","""受到伤害会增多，攻击时带有吸血功能"""
BPCA,BHad,"""ReplaceableTextures\\CommandButtons\\BTNThunderMallet.blp""",,"""""","""""","""雷神之锤""","""充满能量，受到攻击触发叉状闪电"""
BPCB,BHad,"""ReplaceableTextures\\CommandButtons\\BTNAbility_Gouge.blp""",,"""""","""""","""|cffff3300黯灭|r""","""护甲值减少了"""
BPCC,BHad,"""ReplaceableTextures\\CommandButtons\\BTNOrbOfVenom.blp""",,"""""","""""","""|cffff3300淬毒之珠|r""","""被减速了"""
BPCD,BHad,"""ReplaceableTextures\\CommandButtons\\BTNRegenerate.blp""",,"""""","""""","""回复神符""","""正在被治愈"""
BPCE,BHad,"""ReplaceableTextures\\CommandButtons\\BTNBootsOfSpeed.blp""",,"""""","""""","""极速神符""","""522!的移动速度，红色闪光"""
BPCF,BHad,"""ReplaceableTextures\\CommandButtons\\BTNInvisibility.blp""",,"""""","""""","""隐身神符""","""处于隐身状态中"""
BPCG,BHad,"""ReplaceableTextures\\CommandButtons\\BTNBansheeAdept.blp""",,"""""","""""","""奥术神符""","""魔法女神的恩赐，你的蓝耗和CD都降低了"""
BPCH,BHad,"""ReplaceableTextures\\CommandButtons\\BTNShamanAdept.blp""",,"""""","""""","""双倍神符""","""变得愤怒，获得双倍攻击"""
BPCI,BHad,"""ReplaceableTextures\\CommandButtons\\BTNLesserRejuvScroll.blp""",,"""""","""""","""|cffff3300买活惩罚|r""","""买活惩罚减少获得金钱"""
BPCJ,BHad,"""ReplaceableTextures\\CommandButtons\\BTNBootsOfSpeed.blp""",,"""""","""""","""加速糖果""","""增加150点移动速度，持续30秒"""
BPCK,BHad,"""ReplaceableTextures\\CommandButtons\\BTNSlow.blp""",,"""""","""""","""减速糖果""","""减少150点移动速度，持续15秒"""
BPCL,BHad,"""ReplaceableTextures\\CommandButtons\\BTNDivineIntervention.blp""",,"""""","""""","""无敌糖果""","""处于无敌状态，持续6秒"""
BPCM,BHad,"""ReplaceableTextures\\CommandButtons\\BTNImprovedStrengthOfTheMoon.blp""",,"""""","""""","""加长糖果""","""钩子距离翻倍，持续45秒"""
BPCN,BHad,"""ReplaceableTextures\\CommandButtons\\BTNStampede.blp""",,"""""","""""","""穿越地形""","""获得穿越地形效果，持续3秒"""
BPCO,BHad,"""ReplaceableTextures\\CommandButtons\\BTNTimewalk.blp""",,"""""","""""","""缩短糖果""","""钩子距离缩短25%，持续30秒"""
BPCP,BHad,"""ReplaceableTextures\\CommandButtons\\BTNCorrosiveBreath.blp""",,"""""","""""","""大自然的沼气""","""每秒持续受到最大生命10%的伤害，赶快躲进安全区把"""
BPCQ,BHad,"""ReplaceableTextures\\CommandButtons\\BTNFountainOfLife.blp""",,"""""","""""","""生命之泉""","""正在泉水回春"""
BPCR,BHad,"""ReplaceableTextures\\CommandButtons\\btnadvancedrocktower.blp""",,"""""","""""","""防御塔守护""","""在防御塔守护之下，生命回复速度提升，魔法回复速度提升，增加护甲"""
BPCS,BHad,"""ReplaceableTextures\\CommandButtons\\BTNCurse.blp""",,"""""","""""","""|cffff3300虚弱|r""","""该单位的战斗能力受到了大幅削弱"""
BPCT,BHad,"""ReplaceableTextures\\PassiveButtons\\btnomg_lion_3.blp""",,"""""","""""","""狮鹫之锤""","""提升攻击,并获得溅射能力"""
BPCU,BHad,"""ReplaceableTextures\\CommandButtons\\BTNWindWaker.blp""",,"""""","""""","""风之杖""","""该单位正处于龙卷风中,可以自由移动"""
BPCV,BHad,"""ReplaceableTextures\\CommandButtons\\BTNArcaneBlink.blp""",,"""""","""""","""秘奥闪光""","""减少冷却与施法时间"""
BPCW,BHad,"""ReplaceableTextures\\CommandButtons\\BTNAbility_Warrior_SavageBlow.blp""",,"""""","""""","""|cffff3300野性之斧|r""","""受到伤害加深"""
BPCX,BHad,"""ReplaceableTextures\\CommandButtons\\BTNWallRep.blp""",,"""""","""""","""|cffff3300复制之墙|r""","""你被减速了"""
BPCY,BHad,"""ReplaceableTextures\\CommandButtons\\BTNArcaniteMelee.blp""",,"""""","""""","""|cffff3300双刃剑|r""","""你被减速了"""
BPCZ,BHad,"""ReplaceableTextures\\CommandButtons\\BTNArcaniteMelee.blp""",,"""""","""""","""双刃剑""","""该单位力量增加了"""
BPD0,BHad,"""ReplaceableTextures\\CommandButtons\\BTNOrbOfCorruption.blp""",,"""""","""""","""噬魂鬼的感染""","""你正在感染一个宿主！"""
BPD1,BHad,"""ReplaceableTextures\\CommandButtons\\BTNOrbOfCorruption.blp""",,"""""","""""","""|cffff3300噬魂鬼的感染|r""","""你被噬魂鬼感染了！"""
BPD2,BHad,"""ReplaceableTextures\\CommandButtons\\BTNGhoulCrazy.blp""",,"""""","""""","""|cffff3300食尸鬼的狂怒|r""","""你被减速了！"""
BPD3,BHad,"""replaceabletextures\\commandbuttons\\BTNvipPower6.blp""",,"""""","""""","""团队领袖""","""生命恢复能力获得了小幅提升。"""
BPD4,BHad,"""replaceabletextures\\commandbuttons\\BTNvipPower6.blp""",,"""""","""""","""团队领袖""","""生命恢复能力获得了小幅提升。"""
BPD5,BHad,"""ReplaceableTextures\\CommandButtons\\BTNGenericSpellImmunity.blp""",,"""""","""""","""|cffff3300黑洞|r""","""该单位处于黑洞的控制中，被牵引了"""
BPD6,BHad,"""ReplaceableTextures\\CommandButtons\\BTNNullField.blp""",,"""""","""""","""|cffff3300失效力场-虚弱|r""","""该单位的魔法抗性得到减弱"""
BPD7,BHad,"""ReplaceableTextures\\CommandButtons\\BTNGem.blp""",,"""""","""""","""便携的真视宝石""","""显现1100码范围的隐形单位，死亡后消失"""
BPD8,BHad,"""ReplaceableTextures\\commandbuttons\\BTNAkSp2.blp""",,"""""","""""","""多线路觉醒""","""该英雄正在使用sp2觉醒路线改动，详情请使用-gd功能查看该英雄的其他觉醒信息"""
BPD9,BHad,"""ReplaceableTextures\\commandbuttons\\BTNAkSp3.blp""",,"""""","""""","""多线路觉醒""","""该英雄正在使用sp3觉醒路线改动，详情请使用-gd功能查看该英雄的其他觉醒信息"""
BPDA,BHad,"""ReplaceableTextures\\commandbuttons\\BTNAkSp4.blp""",,"""""","""""","""多线路觉醒""","""该英雄正在使用sp4觉醒路线改动，详情请使用-gd功能查看该英雄的其他觉醒信息"""
BPDB,BHad,"""ReplaceableTextures\\commandbuttons\\BTNOrb of Water.blp""",,"""""","""""","""林肯法球-融合""","""获得林肯法球的效果"""
BPDC,BHad,"""ReplaceableTextures\\commandbuttons\\BTNdekan_item_octarine_core.blp""",,"""""","""""","""玲珑心-融合""","""获得玲珑心的效果"""
BPDD,BHad,"""ReplaceableTextures\\CommandButtons\\BTNINV_ThrowingAxe_06.blp""",,"""""","""""","""狂战斧-融合""","""获得狂战斧的效果"""
BPDE,BHad,"""ReplaceableTextures\\commandbuttons\\BTNINV_Weapon_Halberd_10.blp""",,"""""","""""","""金箍棒-融合""","""获得金箍棒的效果"""
BPDF,BHad,"""replaceabletextures\\commandbuttons\\BTNvipPower7.blp""",,"""""","""""","""团队领袖""","""生命恢复能力获得了小幅提升。"""
BPDG,BHad,"""replaceabletextures\\commandbuttons\\BTNvipPower7.blp""",,"""""","""""","""团队领袖""","""生命恢复能力获得了小幅提升。"""
BPDH,BHad,"""ReplaceableTextures\\CommandButtons\\BTNOmniscienceEye.blp""",,"""""","""""","""全知之眼""","""获得1000范围的高空视野"""
BPDI,BHad,"""ReplaceableTextures\\CommandButtons\\BTNVetoBlade.blp""",,"""""","""""","""|cffff3300否决|r""","""持续驱散目标身上的效果"""
BPDJ,BHad,"""ReplaceableTextures\\CommandButtons\\BTNEternalShield.blp""",,"""""","""""","""强断连招""","""无法造成任何伤害和受到任何伤害"""
BPDK,BHad,"""ReplaceableTextures\\CommandButtons\\BTNMagicalSentry.blp""",,"""""","""""","""真实之眼""","""显现附近的隐形单位"""
BPDL,BHad,"""ReplaceableTextures\\CommandButtons\\BTNFalseDivineRapier.blp""",,"""""","""""","""虚伪圣剑""","""增加300点攻击力，持续3分钟，死亡不消失。"""
BPDM,BHad,"""ReplaceableTextures\\CommandButtons\\BTNOrcMeleeUpThree.blp""",,"""""","""""","""补刀大师""","""攻击会秒杀血量较低的小兵。"""
BPDN,BHad,"""ReplaceableTextures\\CommandButtons\\BTNMeteoritesWand.blp""",,"""""","""""","""|cffff3300陨星|r""","""受到持续伤害"""
BPDO,BHad,"""replaceabletextures\\commandbuttons\\BTNvipPower4.blp""",,"""""","""""","""团队领袖""","""生命恢复能力获得了小幅提升。"""
BPDP,BHad,"""replaceabletextures\\commandbuttons\\BTNvipPower4.blp""",,"""""","""""","""团队领袖""","""生命恢复能力获得了小幅提升。"""
BPDQ,BHad,"""replaceabletextures\\commandbuttons\\BTNvipPower5.blp""",,"""""","""""","""团队领袖""","""生命恢复能力获得了小幅提升。"""
BPDR,BHad,"""replaceabletextures\\commandbuttons\\BTNvipPower5.blp""",,"""""","""""","""团队领袖""","""生命恢复能力获得了小幅提升。"""
BPDS,BHad,"""ReplaceableTextures\\CommandButtons\\BTNVetoBlade.blp""",,"""""","""""","""|cffff3300否决-减速|r""","""你被减速了"""
BPDT,BHad,"""ReplaceableTextures\\CommandButtons\\BTNAdvancedMoonArmorLV2.blp""",,"""""","""""","""|cffff3300希瓦的守护LV2|r""","""行动更缓慢了"""
BPDU,BHad,"""ReplaceableTextures\\CommandButtons\\BTNWitLight.blp""",,"""""","""""","""|cffff3300智慧之光|r""","""降低魔法抗性"""
BPDV,BHad,"""ReplaceableTextures\\CommandButtons\\BTN_HeroJingKe_R.blp""",,"""""","""""","""图穷匕见""","""伤害提升"""
BPDW,BHad,"""ReplaceableTextures\\CommandButtons\\BTN_GlaviesOfWisdom.blp""",,"""""","""""","""智慧之刃""","""增加智力"""
BPDX,BHad,"""ReplaceableTextures\\CommandButtons\\BTN_GlaviesOfWisdom.bLP""",,"""""","""""","""|cffff3300智慧之刃|r""","""智力减少了"""
BPDY,BHad,"""ReplaceableTextures\\CommandButtons\\BTNSpell_Shadow_AntiShadow.blp""",,"""""","""""","""星体禁锢""","""增加智力"""
BPDZ,BHad,"""ReplaceableTextures\\CommandButtons\\BTNSpell_Shadow_AntiShadow.blp""",,"""""","""""","""|cffff3300星体禁锢|r""","""智力减少了"""
BPE1,BHad,"""ReplaceableTextures\\PassiveButtons\\PASBtnStormSpiritGift.blp""",,"""""","""""","""制裁金拳的祝福""","""生命回复增加了"""
BPE2,BHad,"""ReplaceableTextures\\PassiveButtons\\BTNDarkRitual.blp""",,"""""","""""","""黑暗仪式""","""该单位正在被牵引中"""
B000,BSTN,"""""",,"""""","""""","""失控""",""""""
B001,Bfae,"""ReplaceableTextures\\CommandButtons\\BTNAuraOfDarkness.blp""","""unknown""","""""","""""","""视野暴露""","""你已经暴露在敌人的视野之下。"""
B002,BNso,"""UI\\Minimap\\MinimapIconCreepLoc2.blp""",,"""""","""""","""沉默""","""该单位被沉默了，无法使用任何技能。"""
B003,BOwk,"""ReplaceableTextures\\CommandButtons\\BTNPhaseBoots.blp""","""other""","""""","""""","""相位行走""","""该单位在移动时能够能够穿透其他单位。"""
B004,BOwk,"""ReplaceableTextures\\CommandButtons\\BTNPhaseBoots.blp""","""other""","""""","""""","""相位行走（隐身）""","""该单位在移动时能够能够穿透其他单位。"""
BPE3,BHad,"""ReplaceableTextures\\CommandButtons\\BTNIceShards.blp""",,"""""","""""","""|cffff3300寒冰碎片|r""","""该单位被寒冰碎片困住了，受到持续伤害，被减速了"""
BPE4,BHad,"""ReplaceableTextures\\CommandButtons\\BTNFatesEdict.blp""",,"""""","""""","""命运敕令""","""该单位增加100%魔抗"""
BPE5,BHad,"""ReplaceableTextures\\CommandButtons\\BTNCoupDeGrace.blp""",,"""""","""""","""|cffff3300恩赐解脱|r""","""该单位处于破坏状态，被动技能被禁用"""
BPE6,BHad,"""ReplaceableTextures\\CommandButtons\\BTNWindWalkOn.blp""",,"""""","""""","""疾风步""","""处于隐身状态中"""
BPE7,BHad,"""ReplaceableTextures\\CommandButtons\\BTNBattleStations.blp""",,"""""","""""","""wtf模式""","""技能冷却减少 80%\n攻击速度 +100\n移动速度 +60\n物品冷却减少 50%\n状态抗性 +25%\n35%魔法值转生命值\n100%魔法恢复转生命恢复"""
BPE8,BHad,"""ReplaceableTextures\\CommandButtons\\BTNAdvancedUnholyArmor.blp""",,"""""","""""","""先锋盾-融合""","""获得先锋盾的效果"""
BPE9,BHad,"""ReplaceableTextures\\CommandButtons\\BTNINV_Chest_Chain_14.blp""",,"""""","""""","""强袭装甲-融合""","""获得强袭装甲的效果"""
BPEA,BHad,"""ReplaceableTextures\\CommandButtons\\BTNHeartOfAszune.blp""",,"""""","""""","""恐鳌之心-融合""","""获得恐鳌之心的效果"""
BPEB,BHad,"""ReplaceableTextures\\CommandButtons\\BTNHoodOfCunning.blp""",,"""""","""""","""挑战头巾-融合""","""获得挑战头巾的效果"""
BPEC,BHad,"""ReplaceableTextures\\CommandButtons\\BTNPhilosophersStone.blp""",,"""""","""""","""振魂石-融合""","""获得振魂石的效果"""
BPED,BHad,"""ReplaceableTextures\\CommandButtons\\BTNAdvancedUnholyArmor.blp""",,"""""","""""","""明明明-融合""","""获得明明明的效果"""
